id,name,description,category,subcategory,brand,specifications,features,price,currency,rating,review_count,availability,color,warranty_months,release_date,tags
124,Apple QuietComfort 214,"Premium wireless headphones with superior sound quality and comfort. Features voice assistant, foldable design, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Apple,"53mm drivers, 30h battery life","voice assistant, foldable design, long battery life",513.86,USD,4.7,263,Out of Stock,Black,12,2024-06-12,"foldable design, voice assistant, Apple, headphones, long battery life"
125,Oppo Max 12 Ultra,"Premium mobile phone with professional-grade camera and fast performance. Features face recognition, water resistant, OLED display, wireless charging, multiple cameras. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Oppo,"128GB storage, 12GB RAM","face recognition, water resistant, OLED display, wireless charging, multiple cameras",796.6,USD,4.7,1690,Limited Stock,Blue,24,2025-02-02,"wireless charging, Oppo, smartphones, multiple cameras, water resistant"
126,JBL WH 759,"Professional-grade headphones for audiophiles and content creators. Features voice assistant, foldable design, comfortable fit, noise cancellation, quick charge. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,JBL,"40mm drivers, 20h battery life","voice assistant, foldable design, comfortable fit, noise cancellation, quick charge",430.5,USD,4.1,481,Limited Stock,Rose Gold,24,2024-01-25,"headphones, foldable design, JBL, quick charge, voice assistant"
127,Apple Surface 16,"Powerful laptop designed for professional work and creative tasks. Features premium build quality, long battery life, backlit keyboard. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Apple,"8GB RAM, 1024GB SSD, Apple processor","premium build quality, long battery life, backlit keyboard",1847.28,USD,4.1,1166,Limited Stock,Gray,12,2025-05-04,"Apple, laptops, backlit keyboard, premium build quality, long battery life"
128,AKG WH 323,"High-fidelity audio experience with advanced driver technology. Features comfortable fit, wireless connectivity, multipoint connection, quick charge. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,AKG,"40mm drivers, 50h battery life","comfortable fit, wireless connectivity, multipoint connection, quick charge",312.18,USD,4.5,880,Limited Stock,White,12,2025-06-12,"comfortable fit, quick charge, headphones, wireless connectivity, multipoint connection"
129,ASUS Surface 17,"Versatile laptop perfect for business, gaming, and multimedia use. Features high resolution display, fast charging, SSD storage, backlit keyboard, premium build quality, dedicated graphics. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,ASUS,"32GB RAM, 1024GB SSD, Intel processor","high resolution display, fast charging, SSD storage, backlit keyboard, premium build quality, dedicated graphics",2827.82,USD,4.2,1739,Limited Stock,Red,12,2025-01-28,"backlit keyboard, high resolution display, laptops, SSD storage, premium build quality"
130,Apple Studio 565,"High-fidelity audio experience with advanced driver technology. Features quick charge, foldable design, premium sound quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Apple,"53mm drivers, 50h battery life","quick charge, foldable design, premium sound quality",343.74,USD,4.9,1193,Out of Stock,Gray,36,2024-02-28,"foldable design, premium sound quality, Apple, quick charge, headphones"
131,Dell MacBook 17,"Powerful laptop designed for professional work and creative tasks. Features touchscreen, long battery life, dedicated graphics, lightweight design, SSD storage, premium build quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Dell,"32GB RAM, 256GB SSD, Apple processor","touchscreen, long battery life, dedicated graphics, lightweight design, SSD storage, premium build quality",2216.39,USD,3.9,1841,Out of Stock,Rose Gold,12,2025-04-17,"premium build quality, dedicated graphics, Dell, long battery life, lightweight design"
132,Bose ATH 580,"Premium wireless headphones with superior sound quality and comfort. Features noise cancellation, touch controls, voice assistant. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Bose,"50mm drivers, 20h battery life","noise cancellation, touch controls, voice assistant",258.88,USD,4.0,1364,Out of Stock,Red,12,2025-04-01,"Bose, voice assistant, headphones, noise cancellation, touch controls"
133,Sony Standard 11 Ultra,"Advanced mobile device featuring latest processor and camera system. Features fingerprint sensor, OLED display, water resistant. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Sony,"256GB storage, 6GB RAM","fingerprint sensor, OLED display, water resistant",1297.61,USD,4.7,341,Out of Stock,Rose Gold,36,2025-03-13,"Sony, fingerprint sensor, OLED display, water resistant, smartphones"
134,ASUS ThinkPad 17,"Powerful laptop designed for professional work and creative tasks. Features long battery life, fast processor, dedicated graphics. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,ASUS,"16GB RAM, 1024GB SSD, AMD processor","long battery life, fast processor, dedicated graphics",2227.94,USD,3.5,1365,In Stock,Silver,12,2024-08-30,"long battery life, laptops, dedicated graphics, ASUS, fast processor"
135,Huawei Galaxy 15,"Premium mobile phone with professional-grade camera and fast performance. Features 5G connectivity, face recognition, water resistant, wireless charging, fingerprint sensor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Huawei,"64GB storage, 8GB RAM","5G connectivity, face recognition, water resistant, wireless charging, fingerprint sensor",532.37,USD,4.5,1149,Out of Stock,Gray,12,2025-01-22,"face recognition, Huawei, water resistant, smartphones, 5G connectivity"
136,Beyerdynamic SRH 532,"Professional-grade headphones for audiophiles and content creators. Features touch controls, premium sound quality, long battery life, foldable design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Beyerdynamic,"50mm drivers, 20h battery life","touch controls, premium sound quality, long battery life, foldable design",407.84,USD,3.7,878,Out of Stock,Rose Gold,36,2024-07-23,"long battery life, premium sound quality, headphones, touch controls, foldable design"
137,Oppo Galaxy 10,"Flagship smartphone with cutting-edge technology and premium design. Features fast charging, face recognition, wireless charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Oppo,"128GB storage, 8GB RAM","fast charging, face recognition, wireless charging",574.49,USD,4.0,1002,Out of Stock,Rose Gold,12,2023-11-14,"smartphones, Oppo, fast charging, face recognition, wireless charging"
138,Beats Live 255,"High-fidelity audio experience with advanced driver technology. Features quick charge, premium sound quality, multipoint connection, long battery life, comfortable fit. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Beats,"53mm drivers, 50h battery life","quick charge, premium sound quality, multipoint connection, long battery life, comfortable fit",287.36,USD,4.0,1701,In Stock,Black,24,2023-10-04,"long battery life, quick charge, headphones, premium sound quality, multipoint connection"
139,HP Blade 15,"High-performance notebook with advanced features and sleek design. Features lightweight design, high resolution display, fast charging, backlit keyboard, SSD storage, premium build quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,HP,"16GB RAM, 256GB SSD, Intel processor","lightweight design, high resolution display, fast charging, backlit keyboard, SSD storage, premium build quality",1907.31,USD,3.8,1642,In Stock,Black,24,2024-08-15,"laptops, lightweight design, HP, backlit keyboard, fast charging"
140,Nokia Mini 15 Ultra,"Advanced mobile device featuring latest processor and camera system. Features fast charging, OLED display, fingerprint sensor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Nokia,"256GB storage, 12GB RAM","fast charging, OLED display, fingerprint sensor",886.14,USD,4.4,659,In Stock,White,24,2025-06-13,"fast charging, smartphones, OLED display, Nokia, fingerprint sensor"
141,HP Surface 14,"Premium portable computer with exceptional performance and build quality. Features premium build quality, backlit keyboard, high resolution display, touchscreen. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,HP,"32GB RAM, 512GB SSD, Intel processor","premium build quality, backlit keyboard, high resolution display, touchscreen",2225.19,USD,3.6,990,Limited Stock,White,36,2025-08-11,"backlit keyboard, laptops, HP, high resolution display, touchscreen"
142,Lenovo Inspiron 16,"Premium portable computer with exceptional performance and build quality. Features long battery life, backlit keyboard, touchscreen, dedicated graphics. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Lenovo,"32GB RAM, 256GB SSD, Apple processor","long battery life, backlit keyboard, touchscreen, dedicated graphics",2344.39,USD,4.0,1329,In Stock,Rose Gold,12,2025-06-26,"long battery life, Lenovo, dedicated graphics, touchscreen, laptops"
143,ASUS Surface 13,"Powerful laptop designed for professional work and creative tasks. Features backlit keyboard, fast processor, high resolution display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,ASUS,"32GB RAM, 256GB SSD, Apple processor","backlit keyboard, fast processor, high resolution display",2500.99,USD,3.9,1224,Out of Stock,Red,36,2024-08-28,"ASUS, fast processor, high resolution display, laptops, backlit keyboard"
144,Huawei Standard 15 Pro,"Premium mobile phone with professional-grade camera and fast performance. Features fast charging, multiple cameras, premium build, high refresh rate, fingerprint sensor, face recognition. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Huawei,"256GB storage, 6GB RAM","fast charging, multiple cameras, premium build, high refresh rate, fingerprint sensor, face recognition",1101.47,USD,4.1,251,Limited Stock,Black,12,2024-03-28,"face recognition, high refresh rate, fingerprint sensor, Huawei, premium build"
145,Dell Blade 14,"Premium portable computer with exceptional performance and build quality. Features fast charging, long battery life, dedicated graphics, premium build quality, backlit keyboard. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Dell,"8GB RAM, 256GB SSD, Intel processor","fast charging, long battery life, dedicated graphics, premium build quality, backlit keyboard",1345.73,USD,4.7,1152,In Stock,Blue,12,2025-04-12,"backlit keyboard, long battery life, premium build quality, Dell, laptops"
146,Oppo Edge 15,"High-performance smartphone with exceptional battery life and display quality. Features OLED display, fast charging, 5G connectivity, premium build, face recognition, wireless charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Oppo,"512GB storage, 6GB RAM","OLED display, fast charging, 5G connectivity, premium build, face recognition, wireless charging",2227.43,USD,4.9,1971,In Stock,Black,36,2024-12-13,"5G connectivity, Oppo, smartphones, face recognition, fast charging"
147,Audio-Technica SRH 479,"Noise-cancelling headphones perfect for travel and focused listening. Features multipoint connection, quick charge, premium sound quality, comfortable fit. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Audio-Technica,"53mm drivers, 40h battery life","multipoint connection, quick charge, premium sound quality, comfortable fit",473.18,USD,4.7,1687,Out of Stock,Gray,12,2024-01-10,"Audio-Technica, quick charge, headphones, comfortable fit, premium sound quality"
148,Alienware ThinkPad 14,"Premium portable computer with exceptional performance and build quality. Features backlit keyboard, premium build quality, lightweight design, high resolution display, fast charging, touchscreen. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Alienware,"8GB RAM, 512GB SSD, Intel processor","backlit keyboard, premium build quality, lightweight design, high resolution display, fast charging, touchscreen",1377.39,USD,4.0,862,In Stock,Black,36,2025-05-07,"touchscreen, Alienware, laptops, lightweight design, high resolution display"
149,Nokia Max 14,"High-performance smartphone with exceptional battery life and display quality. Features 5G connectivity, wireless charging, OLED display, water resistant. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Nokia,"64GB storage, 6GB RAM","5G connectivity, wireless charging, OLED display, water resistant",567.2,USD,4.3,283,In Stock,Silver,12,2024-12-08,"5G connectivity, Nokia, OLED display, smartphones, wireless charging"
150,Apple Inspiron 13,"Powerful laptop designed for professional work and creative tasks. Features SSD storage, backlit keyboard, lightweight design, touchscreen, fast processor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Apple,"16GB RAM, 1024GB SSD, Apple processor","SSD storage, backlit keyboard, lightweight design, touchscreen, fast processor",1963.55,USD,5.0,571,In Stock,Black,24,2024-09-06,"laptops, touchscreen, SSD storage, Apple, backlit keyboard"
151,HP Pavilion 13,"Versatile laptop perfect for business, gaming, and multimedia use. Features long battery life, premium build quality, lightweight design, dedicated graphics. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,HP,"16GB RAM, 1024GB SSD, Intel processor","long battery life, premium build quality, lightweight design, dedicated graphics",2748.34,USD,3.8,181,Out of Stock,Rose Gold,36,2024-12-27,"long battery life, dedicated graphics, premium build quality, laptops, lightweight design"
152,AKG SRH 239,"Noise-cancelling headphones perfect for travel and focused listening. Features wireless connectivity, long battery life, multipoint connection, voice assistant, touch controls, noise cancellation. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,AKG,"40mm drivers, 40h battery life","wireless connectivity, long battery life, multipoint connection, voice assistant, touch controls, noise cancellation",325.63,USD,4.8,1476,Limited Stock,Silver,24,2025-02-25,"noise cancellation, voice assistant, headphones, wireless connectivity, AKG"
153,Dell ZenBook 15,"High-performance notebook with advanced features and sleek design. Features SSD storage, touchscreen, long battery life, premium build quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Dell,"8GB RAM, 512GB SSD, AMD processor","SSD storage, touchscreen, long battery life, premium build quality",1463.09,USD,4.0,1738,In Stock,Gray,36,2025-04-17,"SSD storage, touchscreen, laptops, premium build quality, Dell"
154,Google Galaxy 12,"Flagship smartphone with cutting-edge technology and premium design. Features OLED display, multiple cameras, fast charging, high refresh rate, wireless charging, water resistant. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Google,"256GB storage, 6GB RAM","OLED display, multiple cameras, fast charging, high refresh rate, wireless charging, water resistant",1384.61,USD,4.7,1588,Out of Stock,White,36,2025-05-14,"wireless charging, Google, water resistant, fast charging, smartphones"
155,Apple ROG 13,"High-performance notebook with advanced features and sleek design. Features lightweight design, dedicated graphics, high resolution display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Apple,"8GB RAM, 1024GB SSD, Intel processor","lightweight design, dedicated graphics, high resolution display",1807.4,USD,3.6,1458,In Stock,Red,24,2023-09-03,"Apple, lightweight design, laptops, dedicated graphics, high resolution display"
156,Dell ROG 16,"Powerful laptop designed for professional work and creative tasks. Features high resolution display, lightweight design, fast processor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Dell,"16GB RAM, 512GB SSD, Apple processor","high resolution display, lightweight design, fast processor",1560.9,USD,4.6,354,Out of Stock,Red,12,2025-04-26,"laptops, Dell, lightweight design, high resolution display, fast processor"
157,Shure Live 555,"Professional-grade headphones for audiophiles and content creators. Features long battery life, premium sound quality, voice assistant, noise cancellation. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Shure,"50mm drivers, 20h battery life","long battery life, premium sound quality, voice assistant, noise cancellation",318.93,USD,4.5,1393,Out of Stock,Gray,36,2024-07-11,"voice assistant, noise cancellation, premium sound quality, Shure, headphones"
158,HP Surface 13,"Powerful laptop designed for professional work and creative tasks. Features long battery life, dedicated graphics, touchscreen, lightweight design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,HP,"32GB RAM, 256GB SSD, Apple processor","long battery life, dedicated graphics, touchscreen, lightweight design",2441.98,USD,3.7,21,In Stock,Red,24,2023-09-22,"long battery life, touchscreen, lightweight design, laptops, HP"
159,Audio-Technica Studio 992,"Noise-cancelling headphones perfect for travel and focused listening. Features noise cancellation, touch controls, comfortable fit, multipoint connection, voice assistant, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Audio-Technica,"45mm drivers, 40h battery life","noise cancellation, touch controls, comfortable fit, multipoint connection, voice assistant, long battery life",448.56,USD,4.2,536,Limited Stock,White,24,2023-09-29,"long battery life, noise cancellation, multipoint connection, headphones, voice assistant"
160,Motorola Ultra 11,"Advanced mobile device featuring latest processor and camera system. Features fast charging, OLED display, fingerprint sensor, premium build. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Motorola,"512GB storage, 12GB RAM","fast charging, OLED display, fingerprint sensor, premium build",1657.87,USD,3.9,1466,In Stock,Rose Gold,36,2024-04-02,"premium build, Motorola, fingerprint sensor, smartphones, OLED display"
161,Alienware ThinkPad 17,"Powerful laptop designed for professional work and creative tasks. Features lightweight design, long battery life, fast processor, backlit keyboard. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Alienware,"8GB RAM, 256GB SSD, Intel processor","lightweight design, long battery life, fast processor, backlit keyboard",1142.97,USD,4.7,122,Limited Stock,Rose Gold,36,2024-03-30,"long battery life, lightweight design, fast processor, laptops, backlit keyboard"
162,Apple Ultra 12,"Flagship smartphone with cutting-edge technology and premium design. Features premium build, face recognition, multiple cameras. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Apple,"1024GB storage, 12GB RAM","premium build, face recognition, multiple cameras",4544.5,USD,4.1,1446,Limited Stock,Silver,36,2024-06-08,"face recognition, multiple cameras, Apple, premium build, smartphones"
163,OnePlus Plus 11 Max,"Premium mobile phone with professional-grade camera and fast performance. Features fingerprint sensor, wireless charging, high refresh rate, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,OnePlus,"1024GB storage, 12GB RAM","fingerprint sensor, wireless charging, high refresh rate, OLED display",3569.46,USD,3.5,197,Out of Stock,Rose Gold,36,2024-05-28,"high refresh rate, fingerprint sensor, OnePlus, smartphones, wireless charging"
164,Lenovo ThinkPad 14,"Powerful laptop designed for professional work and creative tasks. Features premium build quality, fast processor, high resolution display, backlit keyboard, touchscreen. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Lenovo,"8GB RAM, 1024GB SSD, Intel processor","premium build quality, fast processor, high resolution display, backlit keyboard, touchscreen",2200.54,USD,3.7,1792,Limited Stock,Gray,36,2024-11-27,"backlit keyboard, laptops, fast processor, premium build quality, high resolution display"
165,Motorola Note 11 Pro,"High-performance smartphone with exceptional battery life and display quality. Features multiple cameras, 5G connectivity, OLED display, fast charging, high refresh rate, premium build. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Motorola,"128GB storage, 8GB RAM","multiple cameras, 5G connectivity, OLED display, fast charging, high refresh rate, premium build",819.64,USD,4.1,1137,Out of Stock,Rose Gold,24,2025-01-18,"high refresh rate, Motorola, premium build, multiple cameras, fast charging"
166,Apple QuietComfort 847,"Noise-cancelling headphones perfect for travel and focused listening. Features wireless connectivity, multipoint connection, noise cancellation, premium sound quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Apple,"53mm drivers, 40h battery life","wireless connectivity, multipoint connection, noise cancellation, premium sound quality",358.94,USD,4.8,1345,Limited Stock,Blue,36,2025-06-28,"noise cancellation, multipoint connection, premium sound quality, wireless connectivity, headphones"
167,OnePlus Galaxy 15,"Flagship smartphone with cutting-edge technology and premium design. Features premium build, fast charging, OLED display, high refresh rate. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,OnePlus,"64GB storage, 12GB RAM","premium build, fast charging, OLED display, high refresh rate",451.16,USD,3.8,346,Out of Stock,Silver,12,2023-09-22,"OnePlus, smartphones, fast charging, OLED display, premium build"
168,AKG HD 422,"High-fidelity audio experience with advanced driver technology. Features premium sound quality, noise cancellation, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,AKG,"50mm drivers, 50h battery life","premium sound quality, noise cancellation, long battery life",498.12,USD,3.7,1098,In Stock,Blue,24,2024-03-12,"AKG, long battery life, premium sound quality, noise cancellation, headphones"
169,OnePlus Galaxy 15 Max,"Flagship smartphone with cutting-edge technology and premium design. Features OLED display, fast charging, 5G connectivity. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,OnePlus,"64GB storage, 12GB RAM","OLED display, fast charging, 5G connectivity",416.6,USD,4.6,1736,Out of Stock,Red,24,2024-03-29,"smartphones, 5G connectivity, OnePlus, OLED display, fast charging"
170,Motorola Galaxy 14 Max,"Premium mobile phone with professional-grade camera and fast performance. Features face recognition, 5G connectivity, OLED display. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Motorola,"512GB storage, 12GB RAM","face recognition, 5G connectivity, OLED display",1561.07,USD,4.4,456,In Stock,Gray,24,2025-06-12,"face recognition, 5G connectivity, Motorola, OLED display, smartphones"
171,AKG QuietComfort 672,"High-fidelity audio experience with advanced driver technology. Features wireless connectivity, quick charge, noise cancellation. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,AKG,"45mm drivers, 30h battery life","wireless connectivity, quick charge, noise cancellation",290.62,USD,3.8,1546,In Stock,Silver,12,2024-04-07,"headphones, wireless connectivity, noise cancellation, quick charge, AKG"
172,Sony SRH 134,"Professional-grade headphones for audiophiles and content creators. Features noise cancellation, multipoint connection, premium sound quality, wireless connectivity, quick charge, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Sony,"53mm drivers, 50h battery life","noise cancellation, multipoint connection, premium sound quality, wireless connectivity, quick charge, long battery life",483.45,USD,5.0,562,Limited Stock,White,24,2023-08-25,"long battery life, premium sound quality, wireless connectivity, headphones, quick charge"
173,Lenovo ZenBook 16,"Premium portable computer with exceptional performance and build quality. Features lightweight design, high resolution display, premium build quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Lenovo,"32GB RAM, 512GB SSD, AMD processor","lightweight design, high resolution display, premium build quality",2934.97,USD,4.8,1108,Out of Stock,White,24,2024-07-30,"high resolution display, Lenovo, premium build quality, laptops, lightweight design"
174,Sony HD 266,"Premium wireless headphones with superior sound quality and comfort. Features wireless connectivity, noise cancellation, multipoint connection, foldable design, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Sony,"45mm drivers, 40h battery life","wireless connectivity, noise cancellation, multipoint connection, foldable design, long battery life",576.24,USD,4.8,1481,Limited Stock,Red,24,2024-02-11,"long battery life, noise cancellation, wireless connectivity, foldable design, headphones"
175,Alienware ThinkPad 17,"High-performance notebook with advanced features and sleek design. Features lightweight design, high resolution display, dedicated graphics, backlit keyboard, long battery life, SSD storage. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Alienware,"32GB RAM, 256GB SSD, Intel processor","lightweight design, high resolution display, dedicated graphics, backlit keyboard, long battery life, SSD storage",2975.11,USD,4.2,275,In Stock,Blue,24,2025-01-09,"high resolution display, SSD storage, dedicated graphics, long battery life, laptops"
176,Sony Mini 15 Ultra,"Advanced mobile device featuring latest processor and camera system. Features fast charging, water resistant, fingerprint sensor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Sony,"128GB storage, 8GB RAM","fast charging, water resistant, fingerprint sensor",823.86,USD,4.6,1074,In Stock,Black,12,2025-06-05,"smartphones, Sony, fingerprint sensor, fast charging, water resistant"
177,Apple ATH 307,"High-fidelity audio experience with advanced driver technology. Features quick charge, foldable design, voice assistant, noise cancellation, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Apple,"50mm drivers, 40h battery life","quick charge, foldable design, voice assistant, noise cancellation, long battery life",265.68,USD,3.8,1328,Limited Stock,Rose Gold,12,2025-01-02,"noise cancellation, quick charge, foldable design, voice assistant, long battery life"
178,Huawei Ultra 15 Ultra,"Flagship smartphone with cutting-edge technology and premium design. Features high refresh rate, OLED display, fingerprint sensor, 5G connectivity. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Huawei,"128GB storage, 12GB RAM","high refresh rate, OLED display, fingerprint sensor, 5G connectivity",896.3,USD,3.5,1844,Out of Stock,Silver,36,2025-06-11,"fingerprint sensor, high refresh rate, 5G connectivity, Huawei, smartphones"
179,Bose Live 596,"Premium wireless headphones with superior sound quality and comfort. Features long battery life, wireless connectivity, quick charge, foldable design. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Bose,"50mm drivers, 20h battery life","long battery life, wireless connectivity, quick charge, foldable design",265.5,USD,3.8,439,In Stock,White,36,2024-03-23,"quick charge, wireless connectivity, foldable design, Bose, long battery life"
180,Audio-Technica SRH 676,"Professional-grade headphones for audiophiles and content creators. Features quick charge, comfortable fit, long battery life. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Audio-Technica,"53mm drivers, 50h battery life","quick charge, comfortable fit, long battery life",175.42,USD,4.6,373,In Stock,Silver,36,2023-10-31,"quick charge, long battery life, Audio-Technica, headphones, comfortable fit"
181,Apple AirPods 767,"High-fidelity audio experience with advanced driver technology. Features multipoint connection, premium sound quality, noise cancellation, comfortable fit. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Apple,"50mm drivers, 50h battery life","multipoint connection, premium sound quality, noise cancellation, comfortable fit",321.74,USD,4.4,1846,Limited Stock,White,36,2025-01-02,"comfortable fit, premium sound quality, noise cancellation, headphones, multipoint connection"
182,Sony Lite 12,"High-performance smartphone with exceptional battery life and display quality. Features face recognition, fingerprint sensor, fast charging, premium build. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Sony,"512GB storage, 8GB RAM","face recognition, fingerprint sensor, fast charging, premium build",2351.29,USD,3.7,316,Out of Stock,Silver,24,2025-01-07,"premium build, smartphones, fingerprint sensor, face recognition, fast charging"
183,AKG K 833,"Premium wireless headphones with superior sound quality and comfort. Features foldable design, touch controls, quick charge, wireless connectivity, noise cancellation. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,AKG,"45mm drivers, 20h battery life","foldable design, touch controls, quick charge, wireless connectivity, noise cancellation",181.28,USD,4.5,1004,Out of Stock,Rose Gold,36,2024-04-23,"noise cancellation, foldable design, quick charge, wireless connectivity, headphones"
184,Apple Plus 10,"Premium mobile phone with professional-grade camera and fast performance. Features 5G connectivity, face recognition, fingerprint sensor, high refresh rate, multiple cameras, wireless charging. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Apple,"64GB storage, 12GB RAM","5G connectivity, face recognition, fingerprint sensor, high refresh rate, multiple cameras, wireless charging",450.36,USD,4.0,1952,Limited Stock,Rose Gold,24,2024-10-30,"fingerprint sensor, face recognition, smartphones, high refresh rate, Apple"
185,Shure HD 444,"Premium wireless headphones with superior sound quality and comfort. Features long battery life, wireless connectivity, noise cancellation, touch controls, multipoint connection, comfortable fit. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Shure,"50mm drivers, 50h battery life","long battery life, wireless connectivity, noise cancellation, touch controls, multipoint connection, comfortable fit",224.02,USD,3.7,631,Limited Stock,Red,12,2023-10-28,"touch controls, Shure, noise cancellation, comfortable fit, headphones"
186,MSI Surface 13,"Powerful laptop designed for professional work and creative tasks. Features premium build quality, lightweight design, long battery life, SSD storage, touchscreen, dedicated graphics. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,MSI,"32GB RAM, 1024GB SSD, Intel processor","premium build quality, lightweight design, long battery life, SSD storage, touchscreen, dedicated graphics",2692.93,USD,3.6,1226,In Stock,Gray,36,2024-11-13,"long battery life, premium build quality, lightweight design, MSI, laptops"
187,Acer ZenBook 14,"Powerful laptop designed for professional work and creative tasks. Features fast charging, long battery life, touchscreen, dedicated graphics, backlit keyboard. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Acer,"8GB RAM, 1024GB SSD, Intel processor","fast charging, long battery life, touchscreen, dedicated graphics, backlit keyboard",1908.42,USD,4.4,91,Out of Stock,White,24,2023-10-18,"laptops, touchscreen, fast charging, Acer, dedicated graphics"
188,Sony Studio 124,"Professional-grade headphones for audiophiles and content creators. Features long battery life, quick charge, voice assistant, premium sound quality. Perfect for professionals, students, and tech enthusiasts.",Electronics,Headphones,Sony,"40mm drivers, 50h battery life","long battery life, quick charge, voice assistant, premium sound quality",329.71,USD,4.2,651,Out of Stock,Black,24,2025-04-10,"Sony, premium sound quality, long battery life, headphones, quick charge"
189,Lenovo ZenBook 13,"Versatile laptop perfect for business, gaming, and multimedia use. Features dedicated graphics, touchscreen, fast processor. Perfect for professionals, students, and tech enthusiasts.",Electronics,Laptops,Lenovo,"16GB RAM, 512GB SSD, Apple processor","dedicated graphics, touchscreen, fast processor",2313.98,USD,4.0,403,Out of Stock,Black,12,2023-08-27,"fast processor, touchscreen, Lenovo, laptops, dedicated graphics"
190,Sony Galaxy 12,"Flagship smartphone with cutting-edge technology and premium design. Features fast charging, high refresh rate, face recognition. Perfect for professionals, students, and tech enthusiasts.",Electronics,Smartphones,Sony,"64GB storage, 6GB RAM","fast charging, high refresh rate, face recognition",603.89,USD,3.9,932,Limited Stock,White,12,2024-01-29,"Sony, high refresh rate, smartphones, fast charging, face recognition"
